title,type,genres,releaseYear,imdbAverageRating
American Sniper,movie,"Action, Biography, Drama",2014,7.3
Carbon Copy,movie,"Action, Crime, Drama",1970,5.7
Bombay Talkies,movie,"Crime, Drama",2013,6.6
My Sweet Orange Tree,movie,"Drama, Family",2012,7.2
The Galloping Major,movie,Comedy,1951,6.2
Sorrow and Joy,movie,Drama,2013,7
Women in Rock,movie,"Documentary, Music",1980,5.6
Don Juan,movie,"Adventure, Comedy, Romance",1956,5.9
Marta's Suitcase,movie,"Crime, Documentary",2013,7.2
Delphinsommer,movie,Drama,2004,7
Ghanchakkar,movie,"Comedy, Crime, Thriller",2013,5.9
Dom Hemingway,movie,"Comedy, Crime, Drama",2013,6.1
No Escape,movie,"Action, Thriller",2015,6.7
Third Person,movie,"Drama, Romance",2013,6.3
The Forgotten Kingdom,movie,Drama,2013,7.1
Osuofia in London,movie,"Comedy, Drama",2003,6.6
Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,movie,"Action, Adventure, Animation",2004,7
The Captain of Nakara,movie,"Comedy, Romance",2012,7.9
Osuofia in London 2,movie,Comedy,2004,6.8
Ah Boys to Men II,movie,Comedy,2013,6.2
"Rita, the American Girl",movie,"Comedy, Musical",1965,4.9
Seethamma Vaakitlo Sirimalle Chettu,movie,"Comedy, Drama",2013,7.5
I Love Cinema,movie,"Comedy, Drama",2004,6.6
Mowaten we mokhber we haramy,movie,"Comedy, Drama, Musical",2001,6.1
Awqat faragh,movie,Drama,2006,6.9
An Educational Film,movie,Comedy,2000,7.3
Library Wars,movie,"Action, Comedy, Drama",2013,5.8
Way Upstream,movie,"Comedy, Drama, Horror",1987,5.3
The Other Woman,movie,"Comedy, Romance",2014,6
It's All Over Town,movie,Musical,1964,5.4
Boomerang Family,movie,"Comedy, Drama",2013,6.5
Lone Survivor,movie,"Action, Biography, Drama",2013,7.5
Viva Belarus!,movie,"Biography, Drama",2013,6.5
You'll See Me Returning,movie,"Comedy, Musical, Romance",1966,5.4
Jeans and T-shirt,movie,"Comedy, Musical, Romance",1983,4.1
The World's Gold,movie,"Comedy, Musical, Romance",1967,5
Blind Detective,movie,"Action, Comedy, Crime",2013,6.4
Formentera,movie,Drama,2012,5.4
Marsal,movie,Comedy,1999,7.1
The Sign of the City,movie,Drama,2007,6.2
Il padre di famiglia,movie,"Comedy, Drama",1967,6.7
Neighbors,movie,Comedy,2014,6.3
Homerun,movie,"Drama, Family",2003,6.5
Department Q: The Keeper of Lost Causes,movie,"Crime, Drama, Mystery",2013,7.2
Easy Money III: Life Deluxe,movie,"Action, Crime, Drama",2013,6.2
Piata pora roku,movie,Drama,2012,6.3
The Disco,movie,"Comedy, Musical, Romance",1983,4.3
Les Misérables: The History of the World's Greatest Story,movie,Documentary,2013,6
American Dreams in China,movie,"Comedy, Drama",2013,7
Switch,movie,"Action, Adventure, Crime",2013,2.2
Do You Know This Voice?,movie,"Crime, Drama, Mystery",1964,6.7
Dear Wife,movie,Comedy,1977,5.6
Marias menn,movie,"Comedy, Drama",2006,5.6
Annie,movie,"Comedy, Drama, Family",2014,5.4
"Weekend, Italian Style",movie,Comedy,1965,6.4
Hattrick,movie,"Comedy, Drama, Romance",2007,4.3
A Friend of Vincent,movie,"Comedy, Drama, Music",1983,6.1
50 to 1,movie,Drama,2014,6.3
Strange Voices,movie,Drama,1987,6.2
The Connection,movie,"Action, Crime, Thriller",2014,7.1
Miracle,movie,Drama,1982,8
That Guy from the Stands,movie,"Comedy, Musical, Sport",1987,4.4
Fröken Chic,movie,Comedy,1959,5.6
Evidence,movie,"Crime, Horror, Mystery",2013,5.3
Begin Again,movie,"Comedy, Drama, Music",2013,7.4
The Garden of Words,movie,"Animation, Drama, Romance",2013,7.4
Blitzpatrollie,movie,"Action, Comedy, Crime",2013,5.2
A Happy Divorce,movie,Drama,1975,5.2
Teppanyaki,movie,"Comedy, Romance",1984,5.8
Loot,movie,"Comedy, Crime",1970,5.4
Between Valleys,movie,Drama,2012,6.9
Fukrey,movie,"Comedy, Drama, Romance",2013,6.9
The Flute and the Arrow,movie,"Adventure, Documentary, Drama",1957,6.6
Dance Dance Dragon,movie,Comedy,2012,5.5
The Kids from the Port,movie,"Adventure, Drama, History",2013,5.7
Sherina's Adventure,movie,"Adventure, Comedy, Drama",2000,7.8
The Frozen Ground,movie,"Biography, Crime, Drama",2013,6.4
Ee Rojullo,movie,"Comedy, Romance",2012,5.6
Secretly Greatly,movie,"Action, Comedy, Drama",2013,6.8
Al-saher,movie,"Comedy, Drama",2001,5.2
Honeymoon,movie,"Drama, Thriller",2013,6.3
Lump of Sugar,movie,"Drama, Romance",2006,6.4
O Mundo Em Duas Voltas,movie,Documentary,2007,7.4
Mig äger ingen,movie,Drama,2013,6.8
Thammudu,movie,"Action, Drama, Sport",1999,7.9
Mekhong Full Moon Party,movie,"Comedy, Drama",2002,7.3
Lost and Found,movie,Drama,2005,5.4
The Mole Song: Undercover Agent Reiji,movie,"Action, Comedy, Crime",2013,6.5
The Outsider,movie,"Action, Crime, Drama",2018,6.3
Flu,movie,"Action, Crime, Drama",2013,6.6
Regina,movie,Drama,2012,6.6
Draft Day,movie,"Drama, Sport",2014,6.8
Jail Breakers,movie,"Action, Comedy",2002,6.2
"Love, Rosie",movie,"Comedy, Romance",2014,7.1
Behind the Mask,movie,Drama,1958,6.1
Fonzy,movie,Comedy,2013,5.3
Plum Blossom,movie,"Drama, Romance",2000,5.9
Blackhat,movie,"Action, Crime, Thriller",2015,5.5
Late Bloomers,movie,"Comedy, Drama, Romance",1996,6
Life of a King,movie,Drama,2013,6.9
Storia di fifa e di coltello - Er seguito d'er più,movie,Comedy,1972,5.7
Nightmare in Columbia County,movie,"Crime, Drama, Thriller",1991,5.7
Of Good Report,movie,"Crime, Drama, Thriller",2013,6.3
I Am Happiness on Earth,movie,Drama,2014,4.5
Coral Reef 3D: Magic of the Indo Pacific,movie,Documentary,2013,8
5 cm,movie,"Adventure, Drama, Romance",2012,7.2
My Mom Is a Character,movie,Comedy,2013,6.8
Der Wadenmesser,movie,Documentary,2005,5.9
The High Command,movie,"Crime, Drama, War",1937,6
Quiet Victory: The Charlie Wedemeyer Story,movie,Drama,1988,6.8
Marighella,movie,"Biography, Documentary",2012,4.7
Game of Truth,movie,"Comedy, Drama",2013,6.9
The Man from U.N.C.L.E.,movie,"Action, Adventure, Comedy",2015,7.2
The Bespoke Overcoat,movie,"Drama, Fantasy, Short",1955,7.1
Homefront,movie,"Action, Crime, Thriller",2013,6.5
Killer Toon,movie,"Horror, Thriller",2013,6.2
HK: Forbidden Super Hero,movie,Comedy,2013,5.8
La Once,movie,Documentary,2014,7.5
Cold Eyes,movie,"Action, Crime, Thriller",2013,7.1
You Are Always in My Mind,movie,"Comedy, Musical",1969,5.3
Belle & Sebastian,movie,"Adventure, Drama, Family",2013,6.9
Grand départ,movie,"Comedy, Drama",2013,5.6
Midsummer's Equation,movie,Mystery,2013,6.6
Candlelight in Algeria,movie,"Drama, Mystery, War",1943,6.2
Anything for Alice,movie,"Comedy, Romance",2014,5.4
Hunting Elephants,movie,"Comedy, Crime, Drama",2013,6.3
La visa loca,movie,Comedy,2005,6.6
Four Sisters and a Wedding,movie,"Comedy, Drama",2013,7.2
Amrapali,movie,"Fantasy, History",1966,6.6
Défense de savoir,movie,"Crime, Drama, Thriller",1973,5.8
Gods of Egypt,movie,"Action, Adventure, Drama",2016,5.4
The Judge,movie,"Crime, Drama, Mystery",2014,7.4
Our Kind of Traitor,movie,"Action, Crime, Drama",2016,6.2
The Imitation Game,movie,"Biography, Drama, Thriller",2014,8
In the Heart of the Sea,movie,"Action, Adventure, Biography",2015,6.9
Papusza,movie,"Biography, Drama",2013,7.4
Boomerang,movie,"Crime, Drama",1976,6.2
Man at the Top,movie,Drama,1973,5.2
The Last Five Years,movie,"Comedy, Drama, Musical",2014,5.9
Boundary,movie,Documentary,2013,7.4
Chinese Puzzle,movie,"Comedy, Drama, Romance",2013,6.9
Predestination,movie,"Action, Drama, Sci-Fi",2014,7.4
Trash,movie,"Adventure, Crime, Drama",2014,7.1
I'll Sell My Skin Dearly,movie,Western,1968,5.5
Lazzarella,movie,"Comedy, Drama, Musical",1957,6
Les galets d'Étretat,movie,"Drama, Romance, Thriller",1972,4.9
Monsieur Robinson Crusoe,movie,Comedy,1960,3.5
Angeli senza paradiso,movie,"Drama, History, Music",1970,5.3
The Loves of Joanna Godden,movie,"Drama, Romance",1947,6.7
Kingsman: The Secret Service,movie,"Action, Adventure, Comedy",2014,7.7
Chi è senza peccato....,movie,"Drama, Romance",1952,6
Inferno,movie,"Action, Adventure, Crime",2016,6.2
The Conmen in Vegas,movie,Comedy,1999,5.5
"Not Now, Comrade",movie,Comedy,1976,4.9
"Oro, Plata, Mata",movie,"Drama, War",1982,7.7
A Triumph of the Heart: The Ricky Bell Story,movie,"Biography, Drama, Sport",1991,7.1
Strawberry Night,movie,"Crime, Thriller",2013,6.3
Salt & Gold,movie,"Adventure, Comedy, Family",1983,6.8
Tales from the Dark 1,movie,Horror,2013,5.6
Bonnie Prince Charlie,movie,"Biography, Drama, History",1948,5.2
Neapolitan Boy in New York,movie,"Drama, Musical, Romance",1984,5.4
Save the Children,movie,"Documentary, Music",1973,7.8
All for Love,movie,"Comedy, Drama, Romance",2005,6.7
Mezzanotte d'amore,movie,"Musical, Romance",1970,5.2
Batman v Superman: Dawn of Justice,movie,"Action, Adventure, Sci-Fi",2016,6.5
The Grand Seduction,movie,Comedy,2013,7
Life of Crime,movie,"Comedy, Crime",2013,5.8
Lucia,movie,"Drama, Mystery",1998,7.3
The Art of the Steal,movie,"Comedy, Crime, Thriller",2013,6.3
The Love Punch,movie,"Comedy, Romance",2013,5.7
Felony,movie,"Crime, Drama, Mystery",2013,6.1
Louis Cyr,movie,"Biography, Drama, History",2013,7.4
The Divided Heart,movie,Drama,1954,6.9
Land of Cards,movie,Fantasy,2012,5.5
A Stoning in Fulham County,movie,"Crime, Drama, Thriller",1988,5.9
Leftenan Adnan,movie,"Biography, Drama, History",2000,6.8
Bad Words,movie,"Comedy, Drama",2013,6.6
The Right Kind of Wrong,movie,"Comedy, Romance",2013,6.1
Senario Lagi,movie,"Adventure, Comedy, Family",2000,7.3
The Terror Live,movie,"Action, Crime, Drama",2013,7.1
Cold Comes the Night,movie,"Action, Crime, Mystery",2013,5.7
Locke,movie,Drama,2013,7.1
SDU: Sex Duties Unit,movie,"Action, Comedy",2013,5.9
Se lo scopre Gargiulo,movie,"Comedy, Crime",1988,6.1
Mortdecai,movie,"Action, Adventure, Comedy",2015,5.5
To and from New York,movie,"Drama, Romance",2006,6.1
Radio Parade of 1935,movie,"Comedy, Musical",1934,5.9
Only a Mother,movie,Drama,1949,6.8
Lullaby,movie,Documentary,2010,6.4
Minions,movie,"Adventure, Animation, Comedy",2015,6.4
"Keep Your Seats, Please!",movie,"Comedy, Musical",1936,6.1
Go Go Mania,movie,"Documentary, Music",1965,6.3
Hunter X Hunter: Phantom Rouge,movie,"Action, Adventure, Animation",2013,6.6
Instructions Not Included,movie,"Comedy, Drama",2013,7.5
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,movie,"Animation, Drama, Fantasy",2013,7.8
Midshipman Easy,movie,Adventure,1935,5.5
Se non avessi più te,movie,"Comedy, Drama, Musical",1965,5.8
For All the Gold in the World,movie,"Comedy, Musical",1968,5
Il suo nome è Donna Rosa,movie,"Comedy, Musical, Romance",1969,4.9
Fotoromanzo,movie,"Comedy, Drama, Musical",1986,4.9
Enzo Avitabile Music Life,movie,Documentary,2012,6.5
Penny Paradise,movie,"Comedy, Musical",1938,6.2
What If,movie,"Comedy, Romance",2013,6.8
Rhymes for Young Ghouls,movie,"Crime, Drama",2013,6.5
Chef,movie,"Adventure, Comedy, Drama",2014,7.3
Perdono,movie,"Comedy, Drama, Musical",1966,5.4
The Powerpuff Girls: 'Twas the Fight Before Christmas,movie,"Action, Adventure, Animation",2003,7.2
Masterminds,movie,"Biography, Comedy, Crime",2015,5.8
Un week-end sur deux,movie,Drama,1990,5.7
Words and Pictures,movie,"Comedy, Drama, Romance",2013,6.6
The Armstrong Lie,movie,"Biography, Documentary, Sport",2013,7.2
Hide and Seek,movie,"Horror, Mystery, Thriller",2013,6.3
Cine Holliúdy,movie,"Comedy, Family, Romance",2012,6.9
Sincerely Charlotte,movie,"Drama, Romance, Thriller",1985,5.3
Zone Pro Site: The Moveable Feast,movie,Comedy,2013,6.5
Ted 2,movie,Comedy,2015,6.3
Yevadu,movie,"Action, Thriller",2014,5.9
I Don't Know Whether to Slit My Wrists or Leave Them Long,movie,"Comedy, Drama",2013,6.9
By the River,movie,Drama,2013,6.1
Madras Cafe,movie,"Action, Drama, Thriller",2013,7.6
Barcelona Summer Night,movie,"Comedy, Drama, Romance",2013,6.2
The Amazing Catfish,movie,"Comedy, Drama",2013,7
Fifty Shades of Grey,movie,"Drama, Romance, Thriller",2015,4.2
Ghost Child,movie,Horror,2013,4.9
Into the Storm,movie,"Action, Adventure, Drama",2014,5.8
Giraffada,movie,Drama,2013,6.3
Paradise,movie,"Comedy, Drama, Romance",2013,6.3
Mike Birbiglia: My Girlfriend's Boyfriend,movie,Comedy,2013,7.9
Vinyl Days,movie,"Comedy, Music, Romance",2012,6.8
Sohni Mahiwal,movie,"Action, Drama, Romance",1984,6.1
A Real Life,movie,"Crime, Drama, Romance",2009,6.1
Markova: Comfort Gay,movie,"Biography, Drama, History",2000,7
Satyagraha,movie,Drama,2013,5.9
"Hope God Loves You, Mom",movie,"Adventure, Drama, Fantasy",2013,7.2
La tahzan,movie,"Drama, Romance",2013,6.5
Cinta Brontosaurus,movie,"Comedy, Drama, Romance",2013,6
KL Gangster 2,movie,"Action, Crime, Thriller",2013,5.5
Spray of the Days,movie,"Comedy, Drama, Romance",1968,5.4
A Moment of Romance II,movie,"Action, Crime, Romance",1993,6.1
The Trailer Park Boys Christmas Special,movie,Comedy,2004,8
One Who Set Forth: Wim Wenders' Early Years,movie,Documentary,2007,7.1
Let's Calm Down and Drink Fresh in Saint-Tropez,movie,Comedy,1987,3.6
Spare,movie,"Action, Thriller",2008,5.8
KL Zombi,movie,"Action, Comedy, Horror",2013,4.5
Chhota Bheem aur Krishna: Mayanagari,movie,"Action, Adventure, Animation",2011,7.7
Babovresky,movie,Comedy,2013,3.2
Coboy Junior: The Movie,movie,"Drama, Family, Musical",2013,3.7
Refrain,movie,"Drama, Romance",2013,6
Doraemon: Nobita's Secret Gadget Museum,movie,"Action, Adventure, Animation",2013,7
Freaks of Nature,movie,"Comedy, Horror, Sci-Fi",2015,5.9
Rock and Roll's Greatest Failure: Otway the Movie,movie,Documentary,2013,7.6
Manusia Setengah Salmon,movie,"Comedy, Romance",2013,5.7
Elvira,movie,Drama,2013,6.2
A Certain Magical Index: The Movie - The Miracle of Endymion,movie,"Animation, Comedy, Fantasy",2013,6.4
Pulling Strings,movie,"Comedy, Romance",2013,6.1
Hur många kramar finns det i världen?,movie,"Comedy, Drama",2013,4.9
A Coleção Invisível,movie,Drama,2012,7
Grand Piano,movie,"Drama, Music, Mystery",2013,5.9
The Midas Touch,movie,Comedy,2013,5
Ismael,movie,Drama,2013,6.2
When We Were Boys,movie,"Comedy, Drama, Romance",2013,6.3
The Stolen Years,movie,Romance,2013,6.2
The Wedding Diary,movie,Comedy,2012,6.6
Detective Downs,movie,"Comedy, Crime, Drama",2013,5.3
A Place Nearby,movie,Drama,2000,6.1
The Spy: Undercover Operation,movie,"Action, Comedy",2013,
The Extra Day,movie,"Comedy, Drama",1956,5.7
Rurouni Kenshin Part II: Kyoto Inferno,movie,"Action, Adventure, Drama",2014,7.5
Rurouni Kenshin: The Legend Ends,movie,"Action, Adventure, Drama",2014,7.5
Las maestras de la República,movie,Documentary,2013,6.3
The Fashioned in Saint-Tropez,movie,Comedy,1983,3.9
Wer,movie,"Action, Horror, Mystery",2013,5.9
Tales from the Dark Part 2,movie,Horror,2013,5.6
About Last Night,movie,"Comedy, Romance",2014,6
The Fault in Our Stars,movie,"Drama, Romance",2014,7.7
Aloha,movie,"Comedy, Drama, Romance",2015,5.4
While the Door Was Locked,movie,Drama,1946,7
The White Cat,movie,"Drama, Mystery",1950,6.2
Time and the Wind,movie,"Drama, Romance, War",2013,6.7
Ghadi,movie,"Comedy, Drama, Family",2013,7.3
Connecting Rooms,movie,Drama,1970,6.4
Sausage Party,movie,"Adventure, Animation, Comedy",2016,6.1
Barber's Tales,movie,Drama,2013,7.7
Attarintiki Daredi,movie,"Action, Comedy, Drama",2013,7.3
The Clerics,movie,"Action, Biography, Drama",2013,6.9
Head in the Clouds,movie,Drama,2012,7.1
"Honey, Scare Me",movie,Comedy,1958,4.4
Non-Stop,movie,"Action, Mystery, Thriller",2014,6.9
Macbeth,movie,"Drama, History, War",2015,6.6
Sex Tape,movie,"Comedy, Romance",2014,5.1
Michael,movie,"Drama, Thriller",2011,5.3
Convenience,movie,Comedy,2013,5.9
Life Feels Good,movie,Drama,2013,7.6
Blind Intersections,movie,Drama,2012,6.5
Tammy,movie,"Comedy, Romance",2014,4.9
The Mysterious Boy,movie,"Adventure, Family, Mystery",2013,6.3
The Little Penguin Pororo's Racing Adventure,movie,"Animation, Family, Sport",2013,5.2
The Closed Circuit,movie,"Action, Crime, Drama",2013,6.8
Rita the Mosquito,movie,"Comedy, Musical, Romance",1966,5.5
Endless Love,movie,"Drama, Mystery, Romance",2014,6.2
Ramayya Vastavayya,movie,"Action, Comedy, Drama",2013,5.1
Ivan the Powerful,movie,Adventure,2013,7.4
The Giver,movie,"Drama, Romance, Sci-Fi",2014,6.4
Horrible Bosses 2,movie,"Comedy, Crime",2014,6.3
Barbie & Her Sisters in a Pony Tale,movie,"Animation, Family",2013,6.1
Unbroken,movie,"Action, Biography, Drama",2014,7.2
Tough as Iron,movie,"Action, Drama, Family",2013,6
Tattoo,movie,Drama,2013,7.3
The Nut Job,movie,"Adventure, Animation, Comedy",2014,5.7
A Esperança é a Última que Morre,movie,Comedy,2015,4.7
Men Are from Mars... And That's Where I'm Going!,movie,"Comedy, Romance",2014,6.1
Yogi,movie,"Action, Drama",2007,4.6
Fury,movie,"Action, Drama, War",2014,7.6
Meus Dois Amores,movie,Comedy,2012,5.6
The SpongeBob Movie: Sponge Out of Water,movie,"Adventure, Animation, Comedy",2015,6
Sister Dulce: The Angel from Brazil,movie,"Biography, Drama",2014,7
Isolados,movie,"Horror, Mystery, Thriller",2014,5.4
Till Luck Do Us Part 2,movie,Comedy,2013,5
Muita Calma Nessa Hora 2,movie,Comedy,2014,4.9
Trust Me,movie,Drama,2014,6.4
Meu Passado Me Condena: O Filme,movie,"Comedy, Romance",2013,5.8
Boss,movie,"Action, Comedy, Crime",2013,5.1
Viva la banda de Mozart,movie,"Animation, Family",1997,
The Interview,movie,"Action, Adventure, Comedy",2014,6.5
Backcountry,movie,"Adventure, Drama, Horror",2014,6
The Mighty Spirit,movie,Documentary,1999,7.8
The Apology King,movie,Comedy,2013,6.3
Magic in the Moonlight,movie,"Comedy, Drama, Romance",2014,6.5
Värmlänningarna,movie,"Drama, Romance",1957,6
Love Is Not a Game,movie,"Drama, Romance",1971,4.9
Assault and Battery,movie,Drama,1969,6.3
She's the One,movie,"Comedy, Drama, Romance",2013,6.3
Blood and Ties,movie,"Drama, Thriller",2013,6.4
Gorko!,movie,Comedy,2013,5.6
Aziz Ansari: Buried Alive,movie,Comedy,2013,7.2
Big Game,movie,"Action, Adventure, Comedy",2014,5.4
Mannenharten,movie,"Comedy, Romance",2013,5.7
Soof,movie,"Comedy, Romance",2013,6.6
Tarzan,movie,"Action, Adventure, Animation",2013,4.8
Heavenly Shift,movie,"Comedy, Drama",2013,7.4
Longkai,movie,"Action, Crime, Drama",2013,5
Os Amigos,movie,Drama,2013,5.4
No Breathing,movie,"Romance, Sport",2013,6.4
Louis & Luca and the Snow Machine,movie,"Animation, Family",2013,6.8
Sole a catinelle,movie,Comedy,2013,6.4
Tampan Tailor,movie,Drama,2013,7.2
The Teckman Mystery,movie,"Crime, Drama, Film-Noir",1954,6.2
Recycling Lily,movie,Comedy,2013,6.7
Gimme Shelter,movie,Drama,2013,6.4
Tjoet Nja' Dhien,movie,"Drama, War",1988,7.8
Handle Me with Care,movie,"Drama, Fantasy, Romance",2008,7.1
Blended,movie,"Comedy, Romance",2014,6.5
When the Game Stands Tall,movie,"Biography, Drama, Family",2014,6.6
The Holy Man III,movie,Comedy,2010,5.4
Cowboys,movie,"Comedy, Drama",2013,6.9
Suck Me Shakespeer,movie,Comedy,2013,6.9
On fait comme on a dit,movie,"Comedy, Crime",2000,4.7
Must Be... Love,movie,"Comedy, Romance",2013,6.5
The Fade,movie,"Comedy, Documentary, Drama",2012,5.8
Cold Harbour,movie,"Action, Crime, Thriller",2013,5.1
Windstorm,movie,"Adventure, Drama, Family",2013,6.7
This Is My Street,movie,Drama,1964,6.6
Demonic,movie,"Horror, Mystery, Thriller",2015,5.3
The Shiralee,movie,Drama,1957,6.7
Jazzgossen,movie,"Drama, Music",1958,6.3
The Little Ghost,movie,"Family, Fantasy",2013,5.6
Baxter!,movie,Drama,1973,7
Addicted,movie,"Drama, Romance, Thriller",2014,5
The Holy Man,movie,Comedy,2005,5.8
One Step Beyond: The True Story of Géraldine Fasnacht,movie,Documentary,2012,7.8
Commitment,movie,"Action, Drama",2013,6.6
Madly in Love,movie,"Comedy, Musical, Romance",2010,6.2
Bha Ji in Problem,movie,Comedy,2013,7.1
The Five,movie,"Action, Crime, Thriller",2013,6.5
Stay Away from Me,movie,Comedy,2013,5.8
Let's Be Happy,movie,"Comedy, Musical, Romance",1957,5.6
Rattle of a Simple Man,movie,"Comedy, Drama",1964,6.7
Spanish Affair,movie,"Comedy, Romance",2014,6.5
Sally in Our Alley,movie,"Comedy, Drama, Musical",1931,5.7
